"site","location","datetime","flag_out_of_water","temperature","actual_conductivity","specific_conductivity","salinity","tds","rdo_concen","rdo_perc_sat","rdo_part_pressure","p_h","p_h_orp","depth","water_density","resistivity","pressure_mbar","pressure_psi","ground_to_sensor_cm","density_gcm3_cor","pressurehead_m","wl_below_surface_m"
"CRC","UP",2022-04-02,"FALSE",10.117619047619,3687.87261904762,5152.4880952381,2.76,3.35,0.000238095238095238,0.00226190476190476,-0.120952380952381,7.32261904761905,114.958333333333,493.698214285714,1.002,271.158928571429,464.963970952381,6.74369047619048,491,1.002,4.73184929771199,-0.178150702288011
"CRC","UP",2022-04-03,"FALSE",10.0983561643836,3686.1095890411,5152.6397260274,2.76,3.35,0.0171232876712329,0.157260273972603,0.219041095890411,7.32986301369863,118.104109589041,497.85301369863,1.002,271.288767123288,469.030576164384,6.80267123287671,491,1.002,4.77323436025151,-0.136765639748494
"CRC","UP",2022-04-04,"FALSE",10.08078125,3684.375,5152.690625,2.76,3.35,0.0559375,0.51203125,0.7153125,7.3309375,122.9734375,498.088125,1.002,271.41578125,469.2654745625,6.806078125,491,1.002,4.77562487626909,-0.13437512373091
"CRC","UP",2022-04-05,"FALSE",10.0629090909091,3682.84181818182,5152.94909090909,2.76,3.35,0.0925454545454545,0.850909090909091,1.182,7.33945454545455,125.650909090909,502.108909090909,1.002,271.529090909091,473.1988992,6.86312727272727,491,1.002,4.81565458560428,-0.0943454143957245
"CRC","UP",2022-04-06,"FALSE",10.0458695652174,3681.27391304348,5153.09347826087,2.76,3.35,0.0965217391304348,0.898478260869565,1.23978260869565,7.34,125.915217391304,503.852826086956,1.002,271.644565217391,474.895837565217,6.88773913043478,491,1.002,4.83292400240504,-0.0770759975949616
"CRC","UP",2022-04-07,"FALSE",10.0294444444444,3680.05277777778,5153.57222222222,2.76,3.35,0.0711111111111111,0.664444444444444,0.914444444444445,7.34416666666667,123.555555555556,503.791388888889,1.002,271.734166666667,474.846791222222,6.88702777777778,491,1.002,4.83242486716413,-0.0775751328358742
"CRC","UP",2022-04-08,"FALSE",10.0148,3679.528,5155.08,2.76,3.35,0.0368,0.3396,0.468,7.3496,120.496,501.8716,1.002,271.774,472.99155376,6.86012,491,1.002,4.8135444707654,-0.0964555292345973
"CRC","UP",2022-04-09,"FALSE",9.999375,3678.5625,5155.6875,2.76,3.35,0.01,0.08625,0.1125,7.35,115.6,499.81375,1.002,271.845625,470.97086025,6.8308125,491,1.002,4.79298025985117,-0.117019740148831
"CRC","UP",2022-04-10,"FALSE",9.97741935483871,3677.23548387097,5156.88064516129,2.76,3.35,0.00838709677419355,0.0774193548387097,0.0903225806451613,7.35903225806452,115.21935483871,492.696129032258,1.002,271.943870967742,464.008919354839,6.72983870967742,491,1.002,4.722129920484,-0.187870079515998
"CRC","UP",2022-04-11,"FALSE",9.96642105263158,3676.89157894737,5157.91263157895,2.76231578947368,3.35,0.0341052631578947,0.312105263157895,0.433368421052632,7.36,118.330526315789,495.124842105263,1.002,271.969157894737,466.391125431579,6.76438947368421,491,1.002,4.74637317556491,-0.163626824435094
"CRC","UP",2022-04-12,"FALSE",9.95202380952381,3676.80714285714,5159.86071428571,2.76940476190476,3.35,0.0454761904761905,0.419880952380952,0.58547619047619,7.36845238095238,121.02619047619,494.073333333333,1.002,271.975119047619,465.316919047619,6.74880952380952,491,1.002,4.73544118289217,-0.174558817107831
"CRC","UP",2022-04-13,"FALSE",9.93635135135135,3676.51486486486,5161.44324324324,2.77,3.35459459459459,0.0155405405405405,0.138783783783784,0.188378378378378,7.36986486486486,117.877027027027,498.70972972973,1.002,271.996756756757,469.88062,6.815,491,1.002,4.78188509359402,-0.128114906405978
"CRC","UP",2022-04-14,"FALSE",9.92261538461539,3676.16461538462,5163.02615384615,2.77,3.36,0,0,-0.278307692307692,7.36984615384615,114.450769230769,502.825384615385,1.002,272.022,473.948552,6.874,491,1.002,4.82328365860093,-0.0867163413990747
"CRC","UP",2022-04-15,"FALSE",9.90839285714286,3675.14285714286,5163.47678571429,2.77,3.36,0,0,-0.51375,7.36982142857143,116.028571428571,498.00875,1.002,272.098035714286,469.242851,6.80575,491,1.002,4.77539464060565,-0.134605359394349
"CRC","UP",2022-04-16,"FALSE",9.89531914893617,3673.91914893617,5163.61489361702,2.77,3.36,0,0,-0.545744680851064,7.36978723404255,93.3531914893617,495.625106382979,1.002,272.189787234043,466.917322978723,6.77202127659575,491,1.002,4.75172818724208,-0.158271812757924
"CRC","UP",2022-04-17,"FALSE",9.88305555555556,3672.45277777778,5163.38888888889,2.77,3.36,0,0,-0.548888888888889,7.37,63.1111111111111,488.539722222222,1.002,272.297222222222,459.946362333333,6.67091666666667,491,1.002,4.680786055604,-0.229213944396001
"CRC","UP",2022-04-18,"FALSE",9.86965517241379,3671.65517241379,5164.01379310345,2.77,3.36,0,0,-0.549655172413793,7.36965517241379,12.4034482758621,487.883103448276,1.002,272.356896551724,459.312555862069,6.66172413793103,491,1.002,4.6743359285118,-0.235664071488203
"CRC","UP",2022-04-19,"FALSE",9.85729166666667,3668.48958333333,5161.27708333333,2.76666666666667,3.35458333333333,0,0,-0.4590625,7.37,93.9354166666667,496.397604166667,1.002,272.591145833333,467.634064333333,6.78241666666667,491,1.002,4.75902232676111,-0.150977673238887
"CRC","UP",2022-04-20,"FALSE",9.84645833333333,3665.46145833333,5158.46041666667,2.76020833333333,3.35,0.0116666666666667,0.106666666666667,0.105520833333333,7.37010416666667,128.059375,493.4796875,1.002,272.817291666667,464.732502666667,6.74033333333333,491,1.002,4.7294936892915,-0.1805063107085
"CRC","UP",2022-04-21,"FALSE",9.83427083333333,3663.865625,5157.96354166667,2.76,3.35,0.0648958333333333,0.590208333333333,0.826145833333333,7.37979166666667,138.369791666667,498.647708333333,1.002,272.935729166667,469.800180666667,6.81383333333333,491,1.002,4.78106647790179,-0.128933522098205
"CRC","UP",2022-04-22,"FALSE",9.8221875,3662.48854166667,5157.68958333333,2.76,3.35,0.0709375,0.634166666666667,0.8978125,7.38,140.096875,493.0903125,1.002,273.037916666667,464.367652833333,6.73504166666667,491,1.002,4.72578068240176,-0.184219317598244
"CRC","UP",2022-04-23,"FALSE",9.80541666666667,3660.67916666667,5157.365625,2.76,3.35,0.0385416666666667,0.349479166666667,0.491666666666667,7.38,136.996875,496.215104166667,1.002,273.1734375,467.427938541667,6.77942708333333,491,1.002,4.75692462404978,-0.153075375950218
"CRC","UP",2022-04-24,"FALSE",9.79520833333333,3659.61979166667,5157.36458333333,2.76,3.35,0.00114583333333333,0.0140625,-0.156354166666667,7.38,129.529166666667,499.230729166667,1.002,273.252083333333,470.3891115,6.822375,491,1.002,4.78705991421988,-0.122940085780115
"CRC","UP",2022-04-25,"FALSE",9.78447916666667,3657.51666666667,5155.940625,2.76,3.35,0,0,-0.509479166666667,7.3796875,122.573958333333,497.1903125,1.002,273.409375,468.392492333333,6.79341666666667,491,1.002,4.76674070328782,-0.143259296712176
"CRC","UP",2022-04-26,"FALSE",9.77302083333333,3654.95625,5153.90729166667,2.76,3.35,0,0,-0.565520833333333,7.37270833333333,94.090625,498.751458333333,1.002,273.601354166667,469.922276083333,6.81560416666667,491,1.002,4.7823090195775,-0.127690980422504
"CRC","UP",2022-04-27,"FALSE",9.76166666666667,3654.41875,5154.66875,2.76,3.35,0,0,-0.567291666666667,7.3703125,58.4885416666667,496.54125,1.002,273.641145833333,467.752568708333,6.78413541666667,491,1.002,4.76022832309341,-0.149771676906588
"CRC","UP",2022-04-28,"FALSE",9.75197916666667,3654.85520833333,5156.69583333333,2.76,3.35,0,0,-0.568958333333333,7.37,22.5427083333333,491.911041666667,1.002,273.608958333333,463.219237708333,6.71838541666667,491,1.002,4.71409348158148,-0.195906518418519
"CRC","UP",2022-04-29,"FALSE",9.74166666666667,3656.31979166667,5160.20729166667,2.76135416666667,3.3515625,0,0,-0.569791666666667,7.37,-11.2010416666667,490.9778125,1.002,273.4990625,462.308549541667,6.70517708333333,491,1.002,4.70482558249448,-0.205174417505516
"CRC","UP",2022-04-30,"FALSE",9.731875,3661.35208333333,5168.61666666667,2.77010416666667,3.3603125,0,0,-0.571458333333333,7.370625,-37.1458333333333,490.982708333333,1.002,273.123541666667,462.3221955,6.705375,491,1.002,4.70496445479942,-0.205035545200585
"CRC","UP",2022-05-01,"FALSE",9.72260416666667,3662.26979166667,5171.20416666667,2.77,3.36,0,0,-0.573229166666667,7.37,-49.8895833333333,495.102604166667,1.002,273.055,466.354217083333,6.76385416666667,491,1.002,4.74599756637229,-0.164002433627711
"CRC","UP",2022-05-02,"FALSE",9.7128125,3661.08020833333,5170.87916666667,2.77,3.36,0,0,-0.573958333333333,7.37,-70.8291666666667,495.954479166667,1.002,273.143645833333,467.188775166667,6.77595833333333,491,1.002,4.75449070417914,-0.155509295820857
"CRC","UP",2022-05-03,"FALSE",9.704,3660.26736842105,5171.02736842105,2.77,3.36,0,0,-0.575578947368421,7.37,-87.9863157894737,495.4,1.002,273.204526315789,466.649498989474,6.76813684210526,491,1.002,4.74900259378836,-0.16099740621164
"CRC","UP",2022-05-04,"FALSE",9.69479166666667,3659.26875,5170.878125,2.77,3.36,0,0,-0.576458333333333,7.37,-100.877083333333,500.254791666667,1.002,273.27875,471.40178525,6.8370625,491,1.002,4.79736570105953,-0.112634298940473
"CRC","UP",2022-05-05,"FALSE",9.68614583333333,3657.98854166667,5170.2875,2.77,3.36,0,0,-0.578125,7.37,-109.338541666667,498.859375,1.002,273.373229166667,470.030725541667,6.81717708333333,491,1.002,4.78341268894827,-0.126587311051733
"CRC","UP",2022-05-06,"FALSE",9.67822916666667,3656.875,5169.90729166667,2.77,3.36,0,0,-0.580416666666667,7.37,-114.451041666667,505.0125,1.002,273.4565625,476.057929875,6.90459375,491,1.002,4.84475039331584,-0.0652496066841603
"CRC","UP",2022-05-07,"FALSE",9.6703125,3655.24791666667,5168.61979166667,2.77,3.36,0,0,-0.58125,7.3665625,-120.720833333333,504.152916666667,1.002,273.5784375,475.204698375,6.89221875,491,1.002,4.83606721972329,-0.07393278027671
"CRC","UP",2022-05-08,"FALSE",9.66177083333333,3653.49270833333,5167.24270833333,2.77,3.36,0,0,-0.5821875,7.36,-127.448958333333,496.6034375,1.002,273.7109375,467.805716125,6.78490625,491,1.002,4.76076919417578,-0.149230805824224
"CRC","UP",2022-05-09,"FALSE",9.65447916666667,3652.12083333333,5166.38958333333,2.77,3.36,0,0,-0.583854166666667,7.36,-129.933333333333,493.470104166667,1.002,273.813645833333,464.736811916667,6.74039583333333,491,1.002,4.72953754370358,-0.180462456296416
"CRC","UP",2022-05-10,"FALSE",9.64770833333333,3650.465625,5165.12083333333,2.77,3.36,0,0,-0.583854166666667,7.36041666666667,-130.4625,489.475,1.002,273.938020833333,460.820421875,6.68359375,491,1.002,4.68968119218829,-0.220318807811714
"CRC","UP",2022-05-11,"FALSE",9.63791666666667,3648.275,5163.315625,2.76760416666667,3.36,0,0,-0.585104166666667,7.36,-132.58125,484.463020833333,1.002,274.101875,455.917213583333,6.61247916666667,491,1.002,4.63978218030585,-0.270217819694152
"CRC","UP",2022-05-12,"FALSE",9.63020833333333,3646.65833333333,5162.00104166667,2.76,3.3584375,0,0,-0.585729166666667,7.36,-136.383333333333,479.223854166667,1.002,274.224270833333,450.799261,6.53825,491,1.002,4.58769775688791,-0.322302243112089
"CRC","UP",2022-05-13,"FALSE",9.62375,3645.37604166667,5161.07083333333,2.76,3.3515625,0,0,-0.5871875,7.36,-139.63125,475.578125,1.002,274.320104166667,447.229765583333,6.48647916666667,491,1.002,4.55137168554534,-0.358628314454658
"CRC","UP",2022-05-14,"FALSE",9.618125,3644.3125,5160.509375,2.76,3.35,0,0,-0.588645833333333,7.36,-136.014583333333,470.5278125,1.002,274.4003125,442.287055833333,6.41479166666667,491,1.002,4.50107067488547,-0.408929325114529
"CRC","UP",2022-05-15,"FALSE",9.6103125,3643.05729166667,5159.65729166667,2.76,3.35,0,0,-0.589270833333333,7.36,-136.966666666667,465.029166666667,1.002,274.494895833333,436.914139291667,6.33686458333333,491,1.002,4.44639153208592,-0.463608467914078
"CRC","UP",2022-05-16,"FALSE",9.6046875,3641.36145833333,5158.26041666667,2.76,3.35,0,0,-0.590208333333333,7.36,-139.939583333333,465.781041666667,1.002,274.6221875,437.659639541667,6.34767708333333,491,1.002,4.45397834537638,-0.456021654623618
"CRC","UP",2022-05-17,"FALSE",9.59427083333333,3639.215625,5156.44270833333,2.76,3.35,0,0,-0.591666666666667,7.36,-141.804166666667,466.557604166667,1.002,274.7846875,438.399394125,6.35840625,491,1.002,4.4615066861174,-0.448493313882603
"CRC","UP",2022-05-18,"FALSE",9.59,3635.52916666667,5151.75625,2.76,3.35,0,0,-0.591666666666667,7.36,-138.06875,455.131041666667,1.002,275.0628125,427.170206833333,6.19554166666667,491,1.002,4.34722939729626,-0.562770602703742
"CRC","UP",2022-05-19,"FALSE",9.58677083333333,3633.96145833333,5150.25208333333,2.76,3.35,0,0,-0.594166666666667,7.36,-139.247916666667,459.25375,1.002,275.181666666667,431.197200958333,6.25394791666667,491,1.002,4.38821134538837,-0.521788654611633
"CRC","UP",2022-05-20,"FALSE",9.58,3631.84375,5148.009375,2.76,3.35,0,0,-0.595416666666667,7.36,-139.436458333333,454.817083333333,1.002,275.3421875,426.843422041667,6.19080208333333,491,1.002,4.34390377104659,-0.566096228953414
"CRC","UP",2022-05-21,"FALSE",9.575,3630.571875,5146.96666666667,2.7596875,3.34979166666667,0,0,-0.594895833333333,7.36,-152.8625,441.269895833333,1.002,275.438229166667,413.576677708333,5.99838541666667,491,1.002,4.20889065437859,-0.701109345621409
"CRC","UP",2022-05-22,"FALSE",9.57,3628.98333333333,5145.22708333333,2.751875,3.34208333333333,0,0,-0.594791666666667,7.35052083333333,-170.128125,429.8853125,1.002,275.559375,402.427211541667,5.83667708333333,491,1.002,4.095424672181,-0.814575327819002
"CRC","UP",2022-05-23,"FALSE",9.56541666666667,3627.98645833333,5144.66666666667,2.75,3.34,0,0,-0.596875,7.35,-191.909375,422.56875,1.002,275.634791666667,395.262365208333,5.73276041666667,491,1.002,4.02250940302336,-0.887490596976642
"CRC","UP",2022-05-24,"FALSE",9.56,3627.51354166667,5144.64270833333,2.75,3.34,0,0,-0.598854166666667,7.35,-221.569791666667,418.299270833333,1.002,275.670729166667,391.085265541667,5.67217708333333,491,1.002,3.979999859577,-0.930000140422996
"CRC","UP",2022-05-25,"FALSE",9.55958333333333,3627.96666666667,5145.63958333333,2.750625,3.34166666666667,0,0,-0.598125,7.35,-263.473958333333,415.2278125,1.002,275.636770833333,388.081000083333,5.62860416666667,491,1.002,3.94942602528607,-0.960573974713935
"CRC","UP",2022-05-26,"FALSE",9.55677083333333,3628.8,5147.15833333333,2.75770833333333,3.34916666666667,0,0,-0.597916666666667,7.3590625,-286.61875,418.73375,1.002,275.572916666667,391.519781583333,5.67847916666667,491,1.002,3.98442184612877,-0.925578153871235
"CRC","UP",2022-05-27,"FALSE",9.55083333333333,3630.05625,5149.28645833333,2.76,3.35,0,0,-0.598645833333333,7.36,-289.029166666667,425.233229166667,1.002,275.477708333333,397.91183575,5.7711875,491,1.002,4.04947255738608,-0.860527442613918
"CRC","UP",2022-05-28,"FALSE",9.55,3630.35,5150.01354166667,2.76,3.35,0,0,-0.599791666666667,7.36,-290.886458333333,423.383645833333,1.002,275.456145833333,396.0976415,5.744875,491,1.002,4.03100984989889,-0.878990150101107
"CRC","UP",2022-05-29,"FALSE",9.55,3630.24479166667,5150.11354166667,2.76,3.35,0,0,-0.599895833333333,7.36,-290.922916666667,417.8596875,1.002,275.463125,390.685941708333,5.66638541666667,491,1.002,3.97593601739059,-0.934063982609408
"CRC","UP",2022-05-30,"FALSE",9.54958333333333,3629.84791666667,5149.78229166667,2.76,3.35,0,0,-0.600625,7.36,-291.819791666667,410.2665625,1.002,275.4934375,383.250330833333,5.55854166666667,491,1.002,3.90026522934037,-1.00973477065963
"CRC","UP",2022-05-31,"FALSE",9.54864583333333,3629.76145833333,5149.77916666667,2.76,3.35,0,0,-0.6009375,7.36,-291.4875,401.624270833333,1.002,275.500416666667,374.790554875,5.43584375,491,1.002,3.81417170935161,-1.09582829064839
"CRC","UP",2022-06-01,"FALSE",9.54791666666667,3629.62291666667,5149.65416666667,2.76,3.35,0,0,-0.602395833333333,7.36,-291.717708333333,393.840729166667,1.002,275.5109375,367.173237291667,5.32536458333333,491,1.002,3.7366517269252,-1.1733482730748
"CRC","UP",2022-06-02,"FALSE",9.54708333333333,3629.63541666667,5149.71354166667,2.76,3.35,0,0,-0.6025,7.36,-292.385416666667,389.15375,1.002,275.509583333333,362.582449625,5.25878125,491,1.002,3.68993215991882,-1.22006784008118
"CRC","UP",2022-06-03,"FALSE",9.54979166666667,3631.27291666667,5151.83229166667,2.76,3.35,0,0,-0.602708333333333,7.36,-293.217708333333,386.164270833333,1.002,275.385833333333,359.632768,5.216,491,1.002,3.6599138148476,-1.2500861851524
"CRC","UP",2022-06-04,"FALSE",9.55,3631.215625,5151.76770833333,2.76,3.35,0,0,-0.604270833333333,7.36,-293.954166666667,379.426875,1.002,275.389895833333,353.036742666667,5.12033333333333,491,1.002,3.592787328085,-1.317212671915
"CRC","UP",2022-06-05,"FALSE",9.55,3631.02916666667,5151.43645833333,2.76,3.35,0,0,-0.604583333333333,7.36,-295.342708333333,375.762395833333,1.002,275.40375,349.450728458333,5.06832291666667,491,1.002,3.55629314816277,-1.35370685183723
"CRC","UP",2022-06-06,"FALSE",9.55,3630.9,5151.14375,2.76,3.35,0,0,-0.6034375,7.36010416666667,-296.197916666667,372.248958333333,1.002,275.4140625,346.005483083333,5.01835416666667,491,1.002,3.52123154570195,-1.38876845429805
"CRC","UP",2022-06-07,"FALSE",9.55,3630.97708333333,5151.04479166667,2.76,3.35,0,0,-0.605,7.36,-299,371.548020833333,1.002,275.408020833333,345.328930833333,5.00854166666667,491,1.002,3.51434640300483,-1.39565359699517
"CRC","UP",2022-06-08,"FALSE",9.55,3630.70833333333,5150.42083333333,2.76,3.35,0,0,-0.605208333333333,7.36,-302.342708333333,370.4840625,1.002,275.428333333333,344.291119791667,4.99348958333333,491,1.002,3.50378479876136,-1.40621520123864
"CRC","UP",2022-06-09,"FALSE",9.55177083333333,3629.07916666667,5147.85208333333,2.75822916666667,3.34885416666667,0,0,-0.6059375,7.36,-305.357291666667,394.7628125,1.002,275.5521875,368.073152333333,5.33841666666667,491,1.002,3.74580998998198,-1.16419001001802
"CRC","UP",2022-06-10,"FALSE",9.55833333333333,3626.13229166667,5143.278125,2.75,3.34,0,0,-0.606458333333333,7.35760416666667,-304.576041666667,394.217604166667,1.002,275.775833333333,367.556760541667,5.33092708333333,491,1.002,3.74055476960063,-1.16944523039937
"CRC","UP",2022-06-11,"FALSE",9.55989583333333,3623.41979166667,5138.98125,2.75,3.34,0,0,-0.608541666666667,7.35,-302.469791666667,385.493125,1.002,275.982291666667,359.018699875,5.20709375,491,1.002,3.65366456112569,-1.25633543887431
"CRC","UP",2022-06-12,"FALSE",9.56020833333333,3620.49375,5134.378125,2.75,3.34,0,0,-0.609791666666667,7.34989583333333,-300.24375,379.202291666667,1.002,276.205625,352.857908791667,5.11773958333333,491,1.002,3.59096736998353,-1.31903263001647
"CRC","UP",2022-06-13,"FALSE",9.56802083333333,3617.57604166667,5129.75,2.74729166666667,3.33270833333333,0,0,-0.6103125,7.34041666666667,-298.685416666667,372.503645833333,1.002,276.428020833333,346.260447041667,5.02205208333333,491,1.002,3.52382626508356,-1.38617373491644
"CRC","UP",2022-06-14,"FALSE",9.57,3615.05729166667,5125.60833333333,2.74,3.33,0,0,-0.6109375,7.34,-300.46875,399.0221875,1.002,276.620208333333,372.21146875,5.3984375,491,1.002,3.78792484371959,-1.12207515628041
"CRC","UP",2022-06-15,"FALSE",9.57489583333333,3613.01666666667,5122.084375,2.74,3.33,0,0,-0.611458333333333,7.33666666666667,-302.052083333333,414.396666666667,1.002,276.777083333333,387.25075125,5.6165625,491,1.002,3.94097674189129,-0.969023258108705
"CRC","UP",2022-06-16,"FALSE",9.58,3610.98125,5118.53333333333,2.74,3.33,0,0,-0.612395833333333,7.33,-304.057291666667,401.389375,1.002,276.933020833333,374.511890041667,5.43180208333333,491,1.002,3.81133579070354,-1.09866420929646
"CRC","UP",2022-06-17,"FALSE",9.584375,3608.79583333333,5114.73541666667,2.74,3.32375,0,0,-0.612291666666667,7.33,-307.784375,387.9690625,1.002,277.101041666667,361.3650865,5.241125,491,1.002,3.6775432885052,-1.2324567114948
"CRC","UP",2022-06-18,"FALSE",9.59,3606.69479166667,5111.01979166667,2.735625,3.32,0,0,-0.613333333333333,7.32989583333333,-308.732291666667,377.2871875,1.002,277.261666666667,350.911564208333,5.08951041666667,491,1.002,3.57115979385911,-1.33884020614089
"CRC","UP",2022-06-19,"FALSE",9.59604166666667,3604.50625,5107.159375,2.73,3.32,0,0,-0.614375,7.32333333333333,-309.351041666667,368.719270833333,1.002,277.4303125,342.52073625,4.9678125,491,1.002,3.48576794446369,-1.42423205553631
"CRC","UP",2022-06-20,"FALSE",9.60020833333333,3602.43541666667,5103.41041666667,2.73,3.32,0,0,-0.6125,7.32,-311.804166666667,363.558645833333,1.002,277.590416666667,337.465267791667,4.89448958333333,491,1.002,3.43431941002097,-1.47568058997903
"CRC","UP",2022-06-21,"FALSE",9.60885416666667,3600.40833333333,5099.65833333333,2.73,3.31375,0,0,-0.615208333333333,7.32,-313.244791666667,360.250416666667,1.002,277.746354166667,334.222557166667,4.84745833333333,491,1.002,3.40131896492807,-1.50868103507193
"CRC","UP",2022-06-22,"FALSE",9.614375,3598.27604166667,5095.734375,2.72885416666667,3.31,0,0,-0.616458333333333,7.32,-314.484375,356.945,1.002,277.911354166667,330.992056083333,4.80060416666667,491,1.002,3.36844277400274,-1.54155722599726
"CRC","UP",2022-06-23,"FALSE",9.62052083333333,3595.26354166667,5090.50520833333,2.72,3.31,0,0,-0.615416666666667,7.32,-315.473958333333,353.092916666667,1.002,278.143854166667,327.21428025,4.7458125,491,1.002,3.3299970727428,-1.5800029272572
"CRC","UP",2022-06-24,"FALSE",9.62927083333333,3595.02708333333,5089.203125,2.72,3.31,0,0,-0.616875,7.32,-316.934375,350.030520833333,1.002,278.162083333333,324.215760458333,4.70232291666667,491,1.002,3.29948171100131,-1.61051828899869
"CRC","UP",2022-06-25,"FALSE",9.63604166666667,3593.49375,5085.98854166667,2.72,3.30927083333333,0,0,-0.616354166666667,7.31385416666667,-318.565625,347.1046875,1.002,278.280729166667,321.348672791667,4.66073958333333,491,1.002,3.27030390882836,-1.63969609117164
