,date,year,month,day,campaing,site,depth_cm,zone,ehf_m_v,time,tsoil,tmean,notes,x14,x15,x16,Eh,depth_cat
218,1/12/2023,2023,1,20,MonMon,CRC,10,UP,332,14:11:00,NA,4,NA,NA,NA,NA,553.538,10
219,1/12/2023,2023,1,20,MonMon,CRC,10,UP,371,14:12:00,NA,4,NA,NA,NA,NA,592.538,10
220,1/12/2023,2023,1,20,MonMon,CRC,10,UP,348.1,14:14:00,NA,4,NA,NA,NA,NA,569.638,10
221,1/12/2023,2023,1,20,MonMon,CRC,20,W,188.7,11:05:00,NA,4,NA,NA,NA,NA,410.238,20
222,1/12/2023,2023,1,20,MonMon,CRC,20,W,207.2,11:09:00,NA,4,NA,NA,NA,NA,428.738,20
223,1/12/2023,2023,1,20,MonMon,CRC,20,W,200.4,11:10:00,NA,4,NA,NA,NA,NA,421.938,20
224,1/12/2023,2023,1,20,MonMon,CRC,20,W,115.9,11:11:00,NA,4,NA,NA,NA,NA,337.438,20
225,1/12/2023,2023,1,20,MonMon,CRC,20,W,268.8,11:22:00,NA,4,NA,NA,NA,NA,490.338,20
226,1/12/2023,2023,1,20,MonMon,CRC,20,W,229.9,11:23:00,NA,4,NA,NA,NA,NA,451.438,20
227,1/12/2023,2023,1,20,MonMon,CRC,20,TR,317.6,12:07:00,NA,4,NA,NA,NA,NA,539.138,20
228,1/12/2023,2023,1,20,MonMon,CRC,20,TR,317.4,12:08:00,NA,4,NA,NA,NA,NA,538.938,20
229,1/12/2023,2023,1,20,MonMon,CRC,20,TR,314.4,12:09:00,NA,4,NA,NA,NA,NA,535.938,20
230,1/12/2023,2023,1,20,MonMon,CRC,20,TR,229,12:16:00,NA,4,NA,NA,NA,NA,450.538,20
231,1/12/2023,2023,1,20,MonMon,CRC,20,TR,296,12:17:00,NA,4,NA,NA,NA,NA,517.538,20
232,1/12/2023,2023,1,20,MonMon,CRC,20,TR,295.7,12:18:00,NA,4,NA,NA,NA,NA,517.238,20
233,1/12/2023,2023,1,20,MonMon,CRC,20,UP,368.9,14:15:00,NA,4,NA,NA,NA,NA,590.438,20
234,1/12/2023,2023,1,20,MonMon,CRC,20,UP,381.9,14:16:00,NA,4,NA,NA,NA,NA,603.438,20
235,1/12/2023,2023,1,20,MonMon,CRC,20,UP,327.8,14:17:00,NA,4,NA,NA,NA,NA,549.338,20
236,1/12/2023,2023,1,20,MonMon,CRC,20,UP,374.1,14:18:00,NA,4,NA,NA,NA,NA,595.638,20
237,1/12/2023,2023,1,20,MonMon,CRC,20,UP,367.9,14:20:00,NA,4,NA,NA,NA,NA,589.438,20
238,1/12/2023,2023,1,20,MonMon,CRC,20,UP,384.9,14:21:00,NA,4,NA,NA,NA,NA,606.438,20
239,1/12/2023,2023,1,12,MonMon,PTR,5,W,184.7,14:48:00,5.6,5.8,NA,NA,NA,NA,404.9456,5
240,1/12/2023,2023,1,12,MonMon,PTR,5,W,180.5,14:57:00,5.9,5.8,NA,NA,NA,NA,400.7456,5
241,1/12/2023,2023,1,12,MonMon,PTR,5,W,150.9,15:07:00,NA,5.8,NA,NA,NA,NA,371.1456,5
242,1/12/2023,2023,1,12,MonMon,PTR,5,TR,210.3,11:14:00,NA,5.8,NA,NA,NA,NA,430.5456,5
243,1/12/2023,2023,1,12,MonMon,PTR,5,TR,284.4,11:18:00,NA,5.8,NA,NA,NA,NA,504.6456,5
244,1/12/2023,2023,1,12,MonMon,PTR,5,TR,265.6,11:27:00,NA,5.8,NA,NA,NA,NA,485.8456,5
245,1/12/2023,2023,1,12,MonMon,PTR,5,TR,181.3,11:52:00,NA,5.8,NA,NA,NA,NA,401.5456,5
246,1/12/2023,2023,1,12,MonMon,PTR,5,TR,164.1,10:01:00,NA,5.8,NA,NA,NA,NA,384.3456,5
247,1/12/2023,2023,1,12,MonMon,PTR,5,UP,311.4,10:20:00,NA,5.8,NA,NA,NA,NA,531.6456,5
248,1/12/2023,2023,1,12,MonMon,PTR,5,UP,316.9,10:22:00,NA,5.8,NA,NA,NA,NA,537.1456,5
249,1/12/2023,2023,1,12,MonMon,PTR,5,UP,336.3,10:23:00,NA,5.8,NA,NA,NA,NA,556.5456,5
250,1/12/2023,2023,1,12,MonMon,PTR,5,UP,326.4,10:24:00,NA,5.8,NA,NA,NA,NA,546.6456,5
251,1/12/2023,2023,1,12,MonMon,PTR,5,UP,254,10:25:00,NA,5.8,NA,NA,NA,NA,474.2456,5
252,1/12/2023,2023,1,12,MonMon,PTR,5,UP,331.9,10:29:00,NA,5.8,NA,NA,NA,NA,552.1456,5
253,1/12/2023,2023,1,12,MonMon,PTR,10,W,231.7,15:17:00,NA,5.8,NA,NA,NA,NA,451.9456,10
254,1/12/2023,2023,1,12,MonMon,PTR,10,W,251.5,15:24:00,NA,5.8,NA,NA,NA,NA,471.7456,10
255,1/12/2023,2023,1,12,MonMon,PTR,10,W,220.6,15:33:00,NA,5.8,NA,NA,NA,NA,440.8456,10
256,1/12/2023,2023,1,12,MonMon,PTR,10,TR,206.7,12:18:00,NA,5.8,NA,NA,NA,NA,426.9456,10
257,1/12/2023,2023,1,12,MonMon,PTR,10,TR,173,14:48:00,NA,5.8,NA,NA,NA,NA,393.2456,10
258,1/12/2023,2023,1,12,MonMon,PTR,10,TR,148.4,12:56:00,NA,5.8,NA,NA,NA,NA,368.6456,10
259,1/12/2023,2023,1,12,MonMon,PTR,10,TR,142.5,13:08:00,NA,5.8,NA,NA,NA,NA,362.7456,10
260,1/12/2023,2023,1,12,MonMon,PTR,10,TR,141.6,13:18:00,NA,5.8,NA,NA,NA,NA,361.8456,10
261,1/12/2023,2023,1,12,MonMon,PTR,10,TR,134.6,13:33:00,NA,5.8,NA,NA,NA,NA,354.8456,10
262,1/12/2023,2023,1,12,MonMon,PTR,10,UP,366.6,10:35:00,NA,5.8,NA,NA,NA,NA,586.8456,10
263,1/12/2023,2023,1,12,MonMon,PTR,10,UP,332.3,10:36:00,NA,5.8,NA,NA,NA,NA,552.5456,10
264,1/12/2023,2023,1,12,MonMon,PTR,10,UP,375.9,10:37:00,NA,5.8,NA,NA,NA,NA,596.1456,10
265,1/12/2023,2023,1,12,MonMon,PTR,10,UP,346.1,10:39:00,NA,5.8,NA,NA,NA,NA,566.3456,10
266,1/12/2023,2023,1,12,MonMon,PTR,10,UP,315.4,10:41:00,NA,5.8,NA,NA,NA,NA,535.6456,10
267,1/12/2023,2023,1,12,MonMon,PTR,10,UP,343.1,10:42:00,NA,5.8,NA,NA,NA,NA,563.3456,10
268,1/12/2023,2023,1,12,MonMon,PTR,20,W,111.6,15:51:00,NA,5.8,NA,NA,NA,NA,331.8456,20
269,1/12/2023,2023,1,12,MonMon,PTR,20,W,77.5,16:06:00,NA,5.8,NA,NA,NA,NA,297.7456,20
270,1/12/2023,2023,1,12,MonMon,PTR,20,W,79.3,16:12:00,NA,5.8,NA,NA,NA,NA,299.5456,20
271,1/12/2023,2023,1,12,MonMon,PTR,20,TR,217.9,13:49:00,NA,5.8,NA,NA,NA,NA,438.1456,20
272,1/12/2023,2023,1,12,MonMon,PTR,20,TR,249.4,14:00:00,NA,5.8,NA,NA,NA,NA,469.6456,20
273,1/12/2023,2023,1,12,MonMon,PTR,20,TR,179.5,14:17:00,NA,5.8,NA,NA,NA,NA,399.7456,20
274,1/12/2023,2023,1,12,MonMon,PTR,20,TR,270.8,14:36:00,NA,5.8,NA,NA,NA,NA,491.0456,20
275,1/12/2023,2023,1,12,MonMon,PTR,20,UP,429.9,10:44:00,NA,5.8,NA,NA,NA,NA,650.1456,20
276,1/12/2023,2023,1,12,MonMon,PTR,20,UP,382.2,10:45:00,NA,5.8,NA,NA,NA,NA,602.4456,20
277,1/12/2023,2023,1,12,MonMon,PTR,20,UP,419.6,10:46:00,NA,5.8,NA,NA,NA,NA,639.8456,20
278,1/12/2023,2023,1,12,MonMon,PTR,20,UP,344.3,10:46:00,NA,5.8,NA,NA,NA,NA,564.5456,20
279,1/12/2023,2023,1,12,MonMon,PTR,20,UP,387.7,10:49:00,NA,5.8,NA,NA,NA,NA,607.9456,20
280,1/12/2023,2023,1,12,MonMon,PTR,20,UP,400.9,10:50:00,NA,5.8,NA,NA,NA,NA,621.1456,20
281,2/24/2023,2023,2,24,MonMon,PTR,5,W,194.5,11:48:00,7.1,4.722222222,NA,NA,NA,NA,415.5194444,5
282,2/24/2023,2023,2,24,MonMon,PTR,5,W,240.9,11:54:00,4.6,4.722222222,NA,NA,NA,NA,461.9194444,5
283,2/24/2023,2023,2,24,MonMon,PTR,5,W,280.1,11:55:00,5.1,4.722222222,NA,NA,NA,NA,501.1194444,5
284,2/24/2023,2023,2,24,MonMon,PTR,5,W,193.5,12:12:00,4,4.722222222,NA,NA,NA,NA,414.5194444,5
285,2/24/2023,2023,2,24,MonMon,PTR,5,W,261.9,12:13:00,4.3,4.722222222,NA,NA,NA,NA,482.9194444,5
286,2/24/2023,2023,2,24,MonMon,PTR,5,W,306,12:18:00,4.5,4.722222222,NA,NA,NA,NA,527.0194444,5
287,2/24/2023,2023,2,24,MonMon,PTR,5,TR,353.3,13:02:00,3.9,4.722222222,NA,NA,NA,NA,574.3194444,5
288,2/24/2023,2023,2,24,MonMon,PTR,5,TR,355.8,13:05:00,4.2,4.722222222,NA,NA,NA,NA,576.8194444,5
289,2/24/2023,2023,2,24,MonMon,PTR,5,TR,369.3,13:06:00,4.8,4.722222222,NA,NA,NA,NA,590.3194444,5
290,2/24/2023,2023,2,24,MonMon,PTR,5,TR,323.3,13:11:00,NA,4.722222222,NA,NA,NA,NA,544.3194444,5
291,2/24/2023,2023,2,24,MonMon,PTR,5,TR,360.4,13:15:00,NA,4.722222222,NA,NA,NA,NA,581.4194444,5
292,2/24/2023,2023,2,24,MonMon,PTR,5,TR,374.6,13:16:00,NA,4.722222222,NA,NA,NA,NA,595.6194444,5
293,2/24/2023,2023,2,24,MonMon,PTR,5,UP,333.5,14:08:00,NA,4.722222222,NA,NA,NA,NA,554.5194444,5
294,2/24/2023,2023,2,24,MonMon,PTR,5,UP,347.5,14:10:00,NA,4.722222222,NA,NA,NA,NA,568.5194444,5
295,2/24/2023,2023,2,24,MonMon,PTR,5,UP,363.1,14:15:00,NA,4.722222222,NA,NA,NA,NA,584.1194444,5
296,2/24/2023,2023,2,24,MonMon,PTR,5,UP,361.5,14:16:00,NA,4.722222222,NA,NA,NA,NA,582.5194444,5
297,2/24/2023,2023,2,24,MonMon,PTR,5,UP,369.1,14:20:00,NA,4.722222222,NA,NA,NA,NA,590.1194444,5
298,2/24/2023,2023,2,24,MonMon,PTR,5,UP,367.9,14:21:00,NA,4.722222222,NA,NA,NA,NA,588.9194444,5
299,2/24/2023,2023,2,24,MonMon,PTR,10,W,247.6,12:19:00,NA,4.722222222,NA,NA,NA,NA,468.6194444,10
300,2/24/2023,2023,2,24,MonMon,PTR,10,W,244.9,12:20:00,NA,4.722222222,NA,NA,NA,NA,465.9194444,10
301,2/24/2023,2023,2,24,MonMon,PTR,10,W,278.8,12:21:00,NA,4.722222222,NA,NA,NA,NA,499.8194444,10
302,2/24/2023,2023,2,24,MonMon,PTR,10,W,168,12:22:00,NA,4.722222222,NA,NA,NA,NA,389.0194444,10
303,2/24/2023,2023,2,24,MonMon,PTR,10,W,281.3,12:24:00,NA,4.722222222,NA,NA,NA,NA,502.3194444,10
304,2/24/2023,2023,2,24,MonMon,PTR,10,W,272.8,12:26:00,NA,4.722222222,NA,NA,NA,NA,493.8194444,10
305,2/24/2023,2023,2,24,MonMon,PTR,10,TR,361.4,13:18:00,NA,4.722222222,NA,NA,NA,NA,582.4194444,10
306,2/24/2023,2023,2,24,MonMon,PTR,10,TR,361.8,13:19:00,NA,4.722222222,NA,NA,NA,NA,582.8194444,10
307,2/24/2023,2023,2,24,MonMon,PTR,10,TR,389.4,13:21:00,NA,4.722222222,NA,NA,NA,NA,610.4194444,10
308,2/24/2023,2023,2,24,MonMon,PTR,10,TR,377.6,13:26:00,NA,4.722222222,NA,NA,NA,NA,598.6194444,10
309,2/24/2023,2023,2,24,MonMon,PTR,10,TR,328.4,13:34:00,NA,4.722222222,NA,NA,NA,NA,549.4194444,10
310,2/24/2023,2023,2,24,MonMon,PTR,10,TR,382.6,13:35:00,NA,4.722222222,NA,NA,NA,NA,603.6194444,10
311,2/24/2023,2023,2,24,MonMon,PTR,10,UP,326.1,14:23:00,NA,4.722222222,NA,NA,NA,NA,547.1194444,10
312,2/24/2023,2023,2,24,MonMon,PTR,10,UP,368.1,14:23:00,NA,4.722222222,NA,NA,NA,NA,589.1194444,10
313,2/24/2023,2023,2,24,MonMon,PTR,10,UP,389.2,14:24:00,NA,4.722222222,NA,NA,NA,NA,610.2194444,10
314,2/24/2023,2023,2,24,MonMon,PTR,10,UP,369.2,14:25:00,NA,4.722222222,NA,NA,NA,NA,590.2194444,10
315,2/24/2023,2023,2,24,MonMon,PTR,10,UP,392.4,14:26:00,NA,4.722222222,NA,NA,NA,NA,613.4194444,10
316,2/24/2023,2023,2,24,MonMon,PTR,10,UP,386.2,14:27:00,NA,4.722222222,NA,NA,NA,NA,607.2194444,10
317,2/24/2023,2023,2,24,MonMon,PTR,20,W,219.8,12:34:00,NA,4.722222222,NA,NA,NA,NA,440.8194444,20
318,2/24/2023,2023,2,24,MonMon,PTR,20,W,239.2,12:36:00,NA,4.722222222,NA,NA,NA,NA,460.2194444,20
319,2/24/2023,2023,2,24,MonMon,PTR,20,W,296.9,12:37:00,NA,4.722222222,NA,NA,NA,NA,517.9194444,20
320,2/24/2023,2023,2,24,MonMon,PTR,20,W,163.1,12:38:00,NA,4.722222222,NA,NA,NA,NA,384.1194444,20
321,2/24/2023,2023,2,24,MonMon,PTR,20,W,264.6,12:41:00,NA,4.722222222,NA,NA,NA,NA,485.6194444,20
322,2/24/2023,2023,2,24,MonMon,PTR,20,W,290.7,12:42:00,NA,4.722222222,NA,NA,NA,NA,511.7194444,20
323,2/24/2023,2023,2,24,MonMon,PTR,20,TR,424.3,13:36:00,NA,4.722222222,NA,NA,NA,NA,645.3194444,20
324,2/24/2023,2023,2,24,MonMon,PTR,20,TR,323.4,13:37:00,NA,4.722222222,NA,NA,NA,NA,544.4194444,20
325,2/24/2023,2023,2,24,MonMon,PTR,20,TR,405.3,13:38:00,NA,4.722222222,NA,NA,NA,NA,626.3194444,20
326,2/24/2023,2023,2,24,MonMon,PTR,20,TR,398.2,13:40:00,NA,4.722222222,NA,NA,NA,NA,619.2194444,20
327,2/24/2023,2023,2,24,MonMon,PTR,20,TR,384,13:44:00,NA,4.722222222,NA,NA,NA,NA,605.0194444,20
328,2/24/2023,2023,2,24,MonMon,PTR,20,TR,405,13:45:00,NA,4.722222222,NA,NA,NA,NA,626.0194444,20
329,2/24/2023,2023,2,24,MonMon,PTR,20,UP,382.3,14:29:00,NA,4.722222222,NA,NA,NA,NA,603.3194444,20
330,2/24/2023,2023,2,24,MonMon,PTR,20,UP,410.6,14:30:00,NA,4.722222222,NA,NA,NA,NA,631.6194444,20
331,2/24/2023,2023,2,24,MonMon,PTR,20,UP,410.2,14:31:00,NA,4.722222222,NA,NA,NA,NA,631.2194444,20
332,2/24/2023,2023,2,24,MonMon,PTR,20,UP,417.6,14:32:00,NA,4.722222222,NA,NA,NA,NA,638.6194444,20
333,2/24/2023,2023,2,24,MonMon,PTR,20,UP,426.9,14:33:00,NA,4.722222222,NA,NA,NA,NA,647.9194444,20
334,2/24/2023,2023,2,24,MonMon,PTR,20,UP,427.1,14:34:00,NA,4.722222222,NA,NA,NA,NA,648.1194444,20
335,2/10/2023,2023,2,10,MonMon,OWC,5,W,77.9,10:29:00,3.3,3.9,NA,NA,NA,NA,299.5098,5
336,2/10/2023,2023,2,10,MonMon,OWC,5,W,51.1,10:36:00,3,3.9,NA,NA,NA,NA,272.7098,5
337,2/10/2023,2023,2,10,MonMon,OWC,5,W,63.2,10:40:00,2.7,3.9,NA,NA,NA,NA,284.8098,5
338,2/10/2023,2023,2,10,MonMon,OWC,5,W,174.2,10:42:00,3.5,3.9,NA,NA,NA,NA,395.8098,5
339,2/10/2023,2023,2,10,MonMon,OWC,5,W,92.3,10:51:00,4,3.9,NA,NA,NA,NA,313.9098,5
340,2/10/2023,2023,2,10,MonMon,OWC,5,W,145,10:58:00,3.9,3.9,NA,NA,NA,NA,366.6098,5
341,2/10/2023,2023,2,10,MonMon,OWC,5,TR,232.2,11:53:00,4.1,3.9,NA,NA,NA,NA,453.8098,5
342,2/10/2023,2023,2,10,MonMon,OWC,5,TR,276.1,11:55:00,4.2,3.9,NA,NA,NA,NA,497.7098,5
343,2/10/2023,2023,2,10,MonMon,OWC,5,TR,281.1,11:58:00,3.9,3.9,NA,NA,NA,NA,502.7098,5
344,2/10/2023,2023,2,10,MonMon,OWC,5,TR,251.3,11:59:00,4.3,3.9,NA,NA,NA,NA,472.9098,5
345,2/10/2023,2023,2,10,MonMon,OWC,5,TR,244.4,12:02:00,4.9,3.9,NA,NA,NA,NA,466.0098,5
346,2/10/2023,2023,2,10,MonMon,OWC,5,TR,280.9,12:03:00,4.2,3.9,NA,NA,NA,NA,502.5098,5
347,2/10/2023,2023,2,10,MonMon,OWC,5,UP,291.2,12:35:00,NA,3.9,NA,NA,NA,NA,512.8098,5
348,2/10/2023,2023,2,10,MonMon,OWC,5,UP,316.2,12:36:00,NA,3.9,NA,NA,NA,NA,537.8098,5
349,2/10/2023,2023,2,10,MonMon,OWC,5,UP,339.5,12:38:00,NA,3.9,NA,NA,NA,NA,561.1098,5
350,2/10/2023,2023,2,10,MonMon,OWC,5,UP,327.3,12:39:00,NA,3.9,NA,NA,NA,NA,548.9098,5
351,2/10/2023,2023,2,10,MonMon,OWC,5,UP,283.5,12:40:00,NA,3.9,NA,NA,NA,NA,505.1098,5
352,2/10/2023,2023,2,10,MonMon,OWC,5,UP,305.5,12:45:00,NA,3.9,NA,NA,NA,NA,527.1098,5
353,2/10/2023,2023,2,10,MonMon,OWC,10,W,38,11:01:00,NA,3.9,NA,NA,NA,NA,259.6098,10
354,2/10/2023,2023,2,10,MonMon,OWC,10,W,-20.5,11:04:00,NA,3.9,NA,NA,NA,NA,201.1098,10
355,2/10/2023,2023,2,10,MonMon,OWC,10,W,-77.9,11:10:00,NA,3.9,NA,NA,NA,NA,143.7098,10
356,2/10/2023,2023,2,10,MonMon,OWC,10,W,-87.4,11:12:00,NA,3.9,NA,NA,NA,NA,134.2098,10
357,2/10/2023,2023,2,10,MonMon,OWC,10,W,-58.9,11:14:00,NA,3.9,NA,NA,NA,NA,162.7098,10
358,2/10/2023,2023,2,10,MonMon,OWC,10,W,-62.6,11:15:00,NA,3.9,NA,NA,NA,NA,159.0098,10
359,2/10/2023,2023,2,10,MonMon,OWC,10,TR,260.6,12:05:00,NA,3.9,NA,NA,NA,NA,482.2098,10
360,2/10/2023,2023,2,10,MonMon,OWC,10,TR,291.6,12:06:00,NA,3.9,NA,NA,NA,NA,513.2098,10
361,2/10/2023,2023,2,10,MonMon,OWC,10,TR,304.6,12:07:00,NA,3.9,NA,NA,NA,NA,526.2098,10
362,2/10/2023,2023,2,10,MonMon,OWC,10,TR,228.6,12:09:00,NA,3.9,NA,NA,NA,NA,450.2098,10
363,2/10/2023,2023,2,10,MonMon,OWC,10,TR,238.6,12:10:00,NA,3.9,NA,NA,NA,NA,460.2098,10
364,2/10/2023,2023,2,10,MonMon,OWC,10,TR,309.1,12:10:00,NA,3.9,NA,NA,NA,NA,530.7098,10
365,2/10/2023,2023,2,10,MonMon,OWC,10,UP,275.6,12:46:00,NA,3.9,NA,NA,NA,NA,497.2098,10
366,2/10/2023,2023,2,10,MonMon,OWC,10,UP,335.8,12:46:00,NA,3.9,NA,NA,NA,NA,557.4098,10
367,2/10/2023,2023,2,10,MonMon,OWC,10,UP,350.6,12:48:00,NA,3.9,NA,NA,NA,NA,572.2098,10
368,2/10/2023,2023,2,10,MonMon,OWC,10,UP,312.2,12:49:00,NA,3.9,NA,NA,NA,NA,533.8098,10
369,2/10/2023,2023,2,10,MonMon,OWC,10,UP,234.6,12:50:00,NA,3.9,NA,NA,NA,NA,456.2098,10
370,2/10/2023,2023,2,10,MonMon,OWC,10,UP,343.8,12:51:00,NA,3.9,NA,NA,NA,NA,565.4098,10
371,2/10/2023,2023,2,10,MonMon,OWC,20,W,-93.1,11:17:00,NA,3.9,NA,NA,NA,NA,128.5098,20
372,2/10/2023,2023,2,10,MonMon,OWC,20,W,-115.3,11:18:00,NA,3.9,NA,NA,NA,NA,106.3098,20
373,2/10/2023,2023,2,10,MonMon,OWC,20,W,-109.5,11:19:00,NA,3.9,NA,NA,NA,NA,112.1098,20
374,2/10/2023,2023,2,10,MonMon,OWC,20,W,-113.6,11:20:00,NA,3.9,NA,NA,NA,NA,108.0098,20
375,2/10/2023,2023,2,10,MonMon,OWC,20,W,-109.4,11:21:00,NA,3.9,NA,NA,NA,NA,112.2098,20
376,2/10/2023,2023,2,10,MonMon,OWC,20,W,-118.5,11:22:00,NA,3.9,NA,NA,NA,NA,103.1098,20
377,2/10/2023,2023,2,10,MonMon,OWC,20,TR,209,12:12:00,NA,3.9,NA,NA,NA,NA,430.6098,20
378,2/10/2023,2023,2,10,MonMon,OWC,20,TR,246.6,12:13:00,NA,3.9,NA,NA,NA,NA,468.2098,20
379,2/10/2023,2023,2,10,MonMon,OWC,20,TR,293.1,12:14:00,NA,3.9,NA,NA,NA,NA,514.7098,20
380,2/10/2023,2023,2,10,MonMon,OWC,20,TR,266.8,12:15:00,NA,3.9,NA,NA,NA,NA,488.4098,20
381,2/10/2023,2023,2,10,MonMon,OWC,20,TR,221.6,12:22:00,NA,3.9,NA,NA,NA,NA,443.2098,20
382,2/10/2023,2023,2,10,MonMon,OWC,20,TR,279.3,12:23:00,NA,3.9,NA,NA,NA,NA,500.9098,20
383,2/10/2023,2023,2,10,MonMon,OWC,20,UP,391.3,12:52:00,NA,3.9,NA,NA,NA,NA,612.9098,20
384,2/10/2023,2023,2,10,MonMon,OWC,20,UP,266.2,12:55:00,NA,3.9,NA,NA,NA,NA,487.8098,20
385,2/10/2023,2023,2,10,MonMon,OWC,20,UP,375.8,12:56:00,NA,3.9,NA,NA,NA,NA,597.4098,20
386,2/10/2023,2023,2,10,MonMon,OWC,20,UP,354.2,12:57:00,NA,3.9,NA,NA,NA,NA,575.8098,20
387,2/10/2023,2023,2,10,MonMon,OWC,20,UP,308.3,12:58:00,NA,3.9,NA,NA,NA,NA,529.9098,20
388,2/10/2023,2023,2,10,MonMon,OWC,20,UP,371.1,12:59:00,NA,3.9,NA,NA,NA,NA,592.7098,20
389,2/21/2023,2023,2,21,MonMon,CRC,5,W,123.7,13:03:00,5.6,4.5,NA,NA,NA,NA,344.879,5
390,2/21/2023,2023,2,21,MonMon,CRC,5,W,92.3,13:04:00,4.4,4.5,NA,NA,NA,NA,313.479,5
391,2/21/2023,2023,2,21,MonMon,CRC,5,W,169.3,13:05:00,7,4.5,NA,NA,NA,NA,390.479,5
392,2/21/2023,2023,2,21,MonMon,CRC,5,W,131.8,13:06:00,3.5,4.5,NA,NA,NA,NA,352.979,5
393,2/21/2023,2023,2,21,MonMon,CRC,5,W,118.7,13:07:00,5.3,4.5,NA,NA,NA,NA,339.879,5
394,2/21/2023,2023,2,21,MonMon,CRC,5,W,106.8,13:09:00,3.4,4.5,NA,NA,NA,NA,327.979,5
395,2/21/2023,2023,2,21,MonMon,CRC,5,TR,274.5,14:50:00,2.7,4.5,NA,NA,NA,NA,495.679,5
396,2/21/2023,2023,2,21,MonMon,CRC,5,TR,272.2,14:52:00,NA,4.5,NA,NA,NA,NA,493.379,5
397,2/21/2023,2023,2,21,MonMon,CRC,5,TR,166.9,15:04:00,3.1,4.5,NA,NA,NA,NA,388.079,5
398,2/21/2023,2023,2,21,MonMon,CRC,5,TR,134.4,15:06:00,5.8,4.5,NA,NA,NA,NA,355.579,5
399,2/21/2023,2023,2,21,MonMon,CRC,5,TR,235.4,15:10:00,4.2,4.5,NA,NA,NA,NA,456.579,5
400,2/21/2023,2023,2,21,MonMon,CRC,5,TR,193.3,15:11:00,4.7,4.5,NA,NA,NA,NA,414.479,5
401,2/21/2023,2023,2,21,MonMon,CRC,5,UP,316.3,9:58:00,4.4,4.5,NA,NA,NA,NA,537.479,5
402,2/21/2023,2023,2,21,MonMon,CRC,5,UP,318.6,10:00:00,4.7,4.5,NA,NA,NA,NA,539.779,5
403,2/21/2023,2023,2,21,MonMon,CRC,5,UP,339,10:03:00,4.3,4.5,NA,NA,NA,NA,560.179,5
404,2/21/2023,2023,2,21,MonMon,CRC,5,UP,286.5,10:14:00,NA,4.5,NA,NA,NA,NA,507.679,5
405,2/21/2023,2023,2,21,MonMon,CRC,5,UP,339.1,10:16:00,4.6,4.5,NA,NA,NA,NA,560.279,5
406,2/21/2023,2023,2,21,MonMon,CRC,5,UP,274.2,10:19:00,4.9,4.5,NA,NA,NA,NA,495.379,5
407,2/21/2023,2023,2,21,MonMon,CRC,10,W,232.7,13:24:00,NA,4.5,NA,NA,NA,NA,453.879,10
408,2/21/2023,2023,2,21,MonMon,CRC,10,W,209.2,13:25:00,NA,4.5,NA,NA,NA,NA,430.379,10
409,2/21/2023,2023,2,21,MonMon,CRC,10,W,214.1,13:26:00,NA,4.5,NA,NA,NA,NA,435.279,10
410,2/21/2023,2023,2,21,MonMon,CRC,10,W,120.1,13:27:00,NA,4.5,NA,NA,NA,NA,341.279,10
411,2/21/2023,2023,2,21,MonMon,CRC,10,W,190.1,13:28:00,NA,4.5,NA,NA,NA,NA,411.279,10
412,2/21/2023,2023,2,21,MonMon,CRC,10,W,227.3,13:29:00,NA,4.5,NA,NA,NA,NA,448.479,10
413,2/21/2023,2023,2,21,MonMon,CRC,10,TR,141.4,15:15:00,NA,4.5,NA,NA,NA,NA,362.579,10
414,2/21/2023,2023,2,21,MonMon,CRC,10,TR,168.3,15:16:00,NA,4.5,NA,NA,NA,NA,389.479,10
415,2/21/2023,2023,2,21,MonMon,CRC,10,TR,148.4,15:19:00,NA,4.5,NA,NA,NA,NA,369.579,10
416,2/21/2023,2023,2,21,MonMon,CRC,10,TR,264.3,15:25:00,NA,4.5,NA,NA,NA,NA,485.479,10
417,2/21/2023,2023,2,21,MonMon,CRC,10,TR,212.3,15:29:00,NA,4.5,NA,NA,NA,NA,433.479,10
418,2/21/2023,2023,2,21,MonMon,CRC,10,TR,225,15:21:00,NA,4.5,NA,NA,NA,NA,446.179,10
419,2/21/2023,2023,2,21,MonMon,CRC,10,UP,284.2,10:27:00,NA,4.5,NA,NA,NA,NA,505.379,10
420,2/21/2023,2023,2,21,MonMon,CRC,10,UP,343.1,10:30:00,NA,4.5,NA,NA,NA,NA,564.279,10
421,2/21/2023,2023,2,21,MonMon,CRC,10,UP,306.8,10:32:00,NA,4.5,NA,NA,NA,NA,527.979,10
422,2/21/2023,2023,2,21,MonMon,CRC,10,UP,337.8,10:35:00,NA,4.5,NA,NA,NA,NA,558.979,10
423,2/21/2023,2023,2,21,MonMon,CRC,10,UP,331.5,10:37:00,NA,4.5,NA,NA,NA,NA,552.679,10
424,2/21/2023,2023,2,21,MonMon,CRC,10,UP,327,10:41:00,NA,4.5,NA,NA,NA,NA,548.179,10
425,2/21/2023,2023,2,21,MonMon,CRC,20,W,244.7,13:39:00,NA,4.5,NA,NA,NA,NA,465.879,20
426,2/21/2023,2023,2,21,MonMon,CRC,20,W,262.8,13:41:00,NA,4.5,NA,NA,NA,NA,483.979,20
427,2/21/2023,2023,2,21,MonMon,CRC,20,W,254.1,13:43:00,NA,4.5,NA,NA,NA,NA,475.279,20
428,2/21/2023,2023,2,21,MonMon,CRC,20,W,244.4,13:44:00,NA,4.5,NA,NA,NA,NA,465.579,20
