date,time_lst,predicted_m,preliminary_m,verified_m,datetime,station
6/26/2022,21:00:00,-,-,174.565,2022-06-27T01:00:00Z,Toledo
6/26/2022,22:00:00,-,-,174.521,2022-06-27T02:00:00Z,Toledo
6/26/2022,23:00:00,-,-,174.491,2022-06-27T03:00:00Z,Toledo
6/27/2022,00:00:00,-,-,174.473,2022-06-27T04:00:00Z,Toledo
6/27/2022,01:00:00,-,-,174.409,2022-06-27T05:00:00Z,Toledo
6/27/2022,02:00:00,-,-,174.391,2022-06-27T06:00:00Z,Toledo
6/27/2022,03:00:00,-,-,174.396,2022-06-27T07:00:00Z,Toledo
6/27/2022,04:00:00,-,-,174.405,2022-06-27T08:00:00Z,Toledo
6/27/2022,05:00:00,-,-,174.459,2022-06-27T09:00:00Z,Toledo
6/27/2022,06:00:00,-,-,174.522,2022-06-27T10:00:00Z,Toledo
6/27/2022,07:00:00,-,-,174.587,2022-06-27T11:00:00Z,Toledo
6/27/2022,08:00:00,-,-,174.66,2022-06-27T12:00:00Z,Toledo
6/27/2022,09:00:00,-,-,174.665,2022-06-27T13:00:00Z,Toledo
6/27/2022,10:00:00,-,-,174.759,2022-06-27T14:00:00Z,Toledo
6/27/2022,11:00:00,-,-,174.737,2022-06-27T15:00:00Z,Toledo
6/27/2022,12:00:00,-,-,174.713,2022-06-27T16:00:00Z,Toledo
6/27/2022,13:00:00,-,-,174.654,2022-06-27T17:00:00Z,Toledo
6/27/2022,14:00:00,-,-,174.551,2022-06-27T18:00:00Z,Toledo
6/27/2022,15:00:00,-,-,174.443,2022-06-27T19:00:00Z,Toledo
6/27/2022,16:00:00,-,-,174.424,2022-06-27T20:00:00Z,Toledo
6/27/2022,17:00:00,-,-,174.386,2022-06-27T21:00:00Z,Toledo
6/27/2022,18:00:00,-,-,174.432,2022-06-27T22:00:00Z,Toledo
6/27/2022,19:00:00,-,-,174.493,2022-06-27T23:00:00Z,Toledo
6/27/2022,20:00:00,-,-,174.553,2022-06-28T00:00:00Z,Toledo
6/27/2022,21:00:00,-,-,174.635,2022-06-28T01:00:00Z,Toledo
6/27/2022,22:00:00,-,-,174.737,2022-06-28T02:00:00Z,Toledo
6/27/2022,23:00:00,-,-,174.777,2022-06-28T03:00:00Z,Toledo
6/28/2022,00:00:00,-,-,174.81,2022-06-28T04:00:00Z,Toledo
6/28/2022,01:00:00,-,-,174.82,2022-06-28T05:00:00Z,Toledo
6/28/2022,02:00:00,-,-,174.846,2022-06-28T06:00:00Z,Toledo
6/28/2022,03:00:00,-,-,174.83,2022-06-28T07:00:00Z,Toledo
6/28/2022,04:00:00,-,-,174.802,2022-06-28T08:00:00Z,Toledo
6/28/2022,05:00:00,-,-,174.732,2022-06-28T09:00:00Z,Toledo
6/28/2022,06:00:00,-,-,174.627,2022-06-28T10:00:00Z,Toledo
6/28/2022,07:00:00,-,-,174.564,2022-06-28T11:00:00Z,Toledo
6/28/2022,08:00:00,-,-,174.502,2022-06-28T12:00:00Z,Toledo
6/28/2022,09:00:00,-,-,174.49,2022-06-28T13:00:00Z,Toledo
6/28/2022,10:00:00,-,-,174.53,2022-06-28T14:00:00Z,Toledo
6/28/2022,11:00:00,-,-,174.601,2022-06-28T15:00:00Z,Toledo
6/28/2022,12:00:00,-,-,174.665,2022-06-28T16:00:00Z,Toledo
6/28/2022,13:00:00,-,-,174.752,2022-06-28T17:00:00Z,Toledo
6/28/2022,14:00:00,-,-,174.777,2022-06-28T18:00:00Z,Toledo
6/28/2022,15:00:00,-,-,174.778,2022-06-28T19:00:00Z,Toledo
6/28/2022,16:00:00,-,-,174.771,2022-06-28T20:00:00Z,Toledo
6/28/2022,17:00:00,-,-,174.754,2022-06-28T21:00:00Z,Toledo
6/28/2022,18:00:00,-,-,174.715,2022-06-28T22:00:00Z,Toledo
6/28/2022,19:00:00,-,-,174.688,2022-06-28T23:00:00Z,Toledo
6/28/2022,20:00:00,-,-,174.695,2022-06-29T00:00:00Z,Toledo
6/28/2022,21:00:00,-,-,174.65,2022-06-29T01:00:00Z,Toledo
6/28/2022,22:00:00,-,-,174.641,2022-06-29T02:00:00Z,Toledo
6/28/2022,23:00:00,-,-,174.649,2022-06-29T03:00:00Z,Toledo
6/29/2022,00:00:00,-,-,174.635,2022-06-29T04:00:00Z,Toledo
6/29/2022,01:00:00,-,-,174.622,2022-06-29T05:00:00Z,Toledo
6/29/2022,02:00:00,-,-,174.629,2022-06-29T06:00:00Z,Toledo
6/29/2022,03:00:00,-,-,174.629,2022-06-29T07:00:00Z,Toledo
6/29/2022,04:00:00,-,-,174.643,2022-06-29T08:00:00Z,Toledo
6/29/2022,05:00:00,-,-,174.668,2022-06-29T09:00:00Z,Toledo
6/29/2022,06:00:00,-,-,174.663,2022-06-29T10:00:00Z,Toledo
6/29/2022,07:00:00,-,-,174.633,2022-06-29T11:00:00Z,Toledo
6/29/2022,08:00:00,-,-,174.607,2022-06-29T12:00:00Z,Toledo
6/29/2022,09:00:00,-,-,174.566,2022-06-29T13:00:00Z,Toledo
6/29/2022,10:00:00,-,-,174.514,2022-06-29T14:00:00Z,Toledo
6/29/2022,11:00:00,-,-,174.512,2022-06-29T15:00:00Z,Toledo
6/29/2022,12:00:00,-,-,174.503,2022-06-29T16:00:00Z,Toledo
6/29/2022,13:00:00,-,-,174.529,2022-06-29T17:00:00Z,Toledo
6/29/2022,14:00:00,-,-,174.637,2022-06-29T18:00:00Z,Toledo
6/29/2022,15:00:00,-,-,174.703,2022-06-29T19:00:00Z,Toledo
6/29/2022,16:00:00,-,-,174.73,2022-06-29T20:00:00Z,Toledo
6/29/2022,17:00:00,-,-,174.803,2022-06-29T21:00:00Z,Toledo
6/29/2022,18:00:00,-,-,174.826,2022-06-29T22:00:00Z,Toledo
6/29/2022,19:00:00,-,-,174.833,2022-06-29T23:00:00Z,Toledo
6/29/2022,20:00:00,-,-,174.848,2022-06-30T00:00:00Z,Toledo
6/29/2022,21:00:00,-,-,174.816,2022-06-30T01:00:00Z,Toledo
6/29/2022,22:00:00,-,-,174.759,2022-06-30T02:00:00Z,Toledo
6/29/2022,23:00:00,-,-,174.709,2022-06-30T03:00:00Z,Toledo
6/30/2022,00:00:00,-,-,174.667,2022-06-30T04:00:00Z,Toledo
6/30/2022,01:00:00,-,-,174.62,2022-06-30T05:00:00Z,Toledo
6/30/2022,02:00:00,-,-,174.6,2022-06-30T06:00:00Z,Toledo
6/30/2022,03:00:00,-,-,174.554,2022-06-30T07:00:00Z,Toledo
6/30/2022,04:00:00,-,-,174.548,2022-06-30T08:00:00Z,Toledo
6/30/2022,05:00:00,-,-,174.57,2022-06-30T09:00:00Z,Toledo
6/30/2022,06:00:00,-,-,174.579,2022-06-30T10:00:00Z,Toledo
6/30/2022,07:00:00,-,-,174.634,2022-06-30T11:00:00Z,Toledo
6/30/2022,08:00:00,-,-,174.683,2022-06-30T12:00:00Z,Toledo
6/30/2022,09:00:00,-,-,174.686,2022-06-30T13:00:00Z,Toledo
6/30/2022,10:00:00,-,-,174.665,2022-06-30T14:00:00Z,Toledo
6/30/2022,11:00:00,-,-,174.678,2022-06-30T15:00:00Z,Toledo
6/30/2022,12:00:00,-,-,174.664,2022-06-30T16:00:00Z,Toledo
6/30/2022,13:00:00,-,-,174.617,2022-06-30T17:00:00Z,Toledo
6/30/2022,14:00:00,-,-,174.594,2022-06-30T18:00:00Z,Toledo
6/30/2022,15:00:00,-,-,174.538,2022-06-30T19:00:00Z,Toledo
6/30/2022,16:00:00,-,-,174.486,2022-06-30T20:00:00Z,Toledo
6/30/2022,17:00:00,-,-,174.549,2022-06-30T21:00:00Z,Toledo
6/30/2022,18:00:00,-,-,174.6,2022-06-30T22:00:00Z,Toledo
6/30/2022,19:00:00,-,-,174.673,2022-06-30T23:00:00Z,Toledo
6/30/2022,20:00:00,-,-,174.744,2022-07-01T00:00:00Z,Toledo
6/30/2022,21:00:00,-,-,174.794,2022-07-01T01:00:00Z,Toledo
6/30/2022,22:00:00,-,-,174.786,2022-07-01T02:00:00Z,Toledo
6/30/2022,23:00:00,-,-,174.769,2022-07-01T03:00:00Z,Toledo
7/1/2022,00:00:00,-,-,174.736,2022-07-01T04:00:00Z,Toledo
7/1/2022,01:00:00,-,-,174.669,2022-07-01T05:00:00Z,Toledo
7/1/2022,02:00:00,-,-,174.609,2022-07-01T06:00:00Z,Toledo
7/1/2022,03:00:00,-,-,174.556,2022-07-01T07:00:00Z,Toledo
7/1/2022,04:00:00,-,-,174.479,2022-07-01T08:00:00Z,Toledo
7/1/2022,05:00:00,-,-,174.469,2022-07-01T09:00:00Z,Toledo
7/1/2022,06:00:00,-,-,174.476,2022-07-01T10:00:00Z,Toledo
7/1/2022,07:00:00,-,-,174.485,2022-07-01T11:00:00Z,Toledo
7/1/2022,08:00:00,-,-,174.526,2022-07-01T12:00:00Z,Toledo
7/1/2022,09:00:00,-,-,174.55,2022-07-01T13:00:00Z,Toledo
7/1/2022,10:00:00,-,-,174.536,2022-07-01T14:00:00Z,Toledo
7/1/2022,11:00:00,-,-,174.621,2022-07-01T15:00:00Z,Toledo
7/1/2022,12:00:00,-,-,174.678,2022-07-01T16:00:00Z,Toledo
7/1/2022,13:00:00,-,-,174.695,2022-07-01T17:00:00Z,Toledo
7/1/2022,14:00:00,-,-,174.718,2022-07-01T18:00:00Z,Toledo
7/1/2022,15:00:00,-,-,174.716,2022-07-01T19:00:00Z,Toledo
7/1/2022,16:00:00,-,-,174.661,2022-07-01T20:00:00Z,Toledo
7/1/2022,17:00:00,-,-,174.626,2022-07-01T21:00:00Z,Toledo
7/1/2022,18:00:00,-,-,174.587,2022-07-01T22:00:00Z,Toledo
7/1/2022,19:00:00,-,-,174.498,2022-07-01T23:00:00Z,Toledo
7/1/2022,20:00:00,-,-,174.511,2022-07-02T00:00:00Z,Toledo
7/1/2022,21:00:00,-,-,174.563,2022-07-02T01:00:00Z,Toledo
7/1/2022,22:00:00,-,-,174.533,2022-07-02T02:00:00Z,Toledo
7/1/2022,23:00:00,-,-,174.596,2022-07-02T03:00:00Z,Toledo
7/2/2022,00:00:00,-,-,174.595,2022-07-02T04:00:00Z,Toledo
7/2/2022,01:00:00,-,-,174.583,2022-07-02T05:00:00Z,Toledo
7/2/2022,02:00:00,-,-,174.599,2022-07-02T06:00:00Z,Toledo
7/2/2022,03:00:00,-,-,174.571,2022-07-02T07:00:00Z,Toledo
7/2/2022,04:00:00,-,-,174.597,2022-07-02T08:00:00Z,Toledo
7/2/2022,05:00:00,-,-,174.572,2022-07-02T09:00:00Z,Toledo
7/2/2022,06:00:00,-,-,174.586,2022-07-02T10:00:00Z,Toledo
7/2/2022,07:00:00,-,-,174.61,2022-07-02T11:00:00Z,Toledo
7/2/2022,08:00:00,-,-,174.764,2022-07-02T12:00:00Z,Toledo
7/2/2022,09:00:00,-,-,174.739,2022-07-02T13:00:00Z,Toledo
7/2/2022,10:00:00,-,-,174.674,2022-07-02T14:00:00Z,Toledo
7/2/2022,11:00:00,-,-,174.597,2022-07-02T15:00:00Z,Toledo
7/2/2022,12:00:00,-,-,174.586,2022-07-02T16:00:00Z,Toledo
7/2/2022,13:00:00,-,-,174.535,2022-07-02T17:00:00Z,Toledo
7/2/2022,14:00:00,-,-,174.565,2022-07-02T18:00:00Z,Toledo
7/2/2022,15:00:00,-,-,174.657,2022-07-02T19:00:00Z,Toledo
7/2/2022,16:00:00,-,-,174.692,2022-07-02T20:00:00Z,Toledo
7/2/2022,17:00:00,-,-,174.647,2022-07-02T21:00:00Z,Toledo
7/2/2022,18:00:00,-,-,174.63,2022-07-02T22:00:00Z,Toledo
7/2/2022,19:00:00,-,-,174.657,2022-07-02T23:00:00Z,Toledo
7/2/2022,20:00:00,-,-,174.628,2022-07-03T00:00:00Z,Toledo
7/2/2022,21:00:00,-,-,174.668,2022-07-03T01:00:00Z,Toledo
7/2/2022,22:00:00,-,-,174.643,2022-07-03T02:00:00Z,Toledo
7/2/2022,23:00:00,-,-,174.62,2022-07-03T03:00:00Z,Toledo
7/3/2022,00:00:00,-,-,174.65,2022-07-03T04:00:00Z,Toledo
7/3/2022,01:00:00,-,-,174.667,2022-07-03T05:00:00Z,Toledo
7/3/2022,02:00:00,-,-,174.675,2022-07-03T06:00:00Z,Toledo
7/3/2022,03:00:00,-,-,174.732,2022-07-03T07:00:00Z,Toledo
7/3/2022,04:00:00,-,-,174.732,2022-07-03T08:00:00Z,Toledo
7/3/2022,05:00:00,-,-,174.696,2022-07-03T09:00:00Z,Toledo
7/3/2022,06:00:00,-,-,174.673,2022-07-03T10:00:00Z,Toledo
7/3/2022,07:00:00,-,-,174.731,2022-07-03T11:00:00Z,Toledo
7/3/2022,08:00:00,-,-,174.74,2022-07-03T12:00:00Z,Toledo
7/3/2022,09:00:00,-,-,174.808,2022-07-03T13:00:00Z,Toledo
7/3/2022,10:00:00,-,-,174.842,2022-07-03T14:00:00Z,Toledo
7/3/2022,11:00:00,-,-,174.798,2022-07-03T15:00:00Z,Toledo
7/3/2022,12:00:00,-,-,174.758,2022-07-03T16:00:00Z,Toledo
7/3/2022,13:00:00,-,-,174.737,2022-07-03T17:00:00Z,Toledo
7/3/2022,14:00:00,-,-,174.707,2022-07-03T18:00:00Z,Toledo
7/3/2022,15:00:00,-,-,174.658,2022-07-03T19:00:00Z,Toledo
7/3/2022,16:00:00,-,-,174.645,2022-07-03T20:00:00Z,Toledo
7/3/2022,17:00:00,-,-,174.611,2022-07-03T21:00:00Z,Toledo
7/3/2022,18:00:00,-,-,174.592,2022-07-03T22:00:00Z,Toledo
7/3/2022,19:00:00,-,-,174.616,2022-07-03T23:00:00Z,Toledo
7/3/2022,20:00:00,-,-,174.677,2022-07-04T00:00:00Z,Toledo
7/3/2022,21:00:00,-,-,174.728,2022-07-04T01:00:00Z,Toledo
7/3/2022,22:00:00,-,-,174.75,2022-07-04T02:00:00Z,Toledo
7/3/2022,23:00:00,-,-,174.75,2022-07-04T03:00:00Z,Toledo
7/4/2022,00:00:00,-,-,174.748,2022-07-04T04:00:00Z,Toledo
7/4/2022,01:00:00,-,-,174.768,2022-07-04T05:00:00Z,Toledo
7/4/2022,02:00:00,-,-,174.737,2022-07-04T06:00:00Z,Toledo
7/4/2022,03:00:00,-,-,174.694,2022-07-04T07:00:00Z,Toledo
7/4/2022,04:00:00,-,-,174.643,2022-07-04T08:00:00Z,Toledo
7/4/2022,05:00:00,-,-,174.582,2022-07-04T09:00:00Z,Toledo
7/4/2022,06:00:00,-,-,174.532,2022-07-04T10:00:00Z,Toledo
7/4/2022,07:00:00,-,-,174.509,2022-07-04T11:00:00Z,Toledo
7/4/2022,08:00:00,-,-,174.53,2022-07-04T12:00:00Z,Toledo
7/4/2022,09:00:00,-,-,174.543,2022-07-04T13:00:00Z,Toledo
7/4/2022,10:00:00,-,-,174.577,2022-07-04T14:00:00Z,Toledo
7/4/2022,11:00:00,-,-,174.635,2022-07-04T15:00:00Z,Toledo
7/4/2022,12:00:00,-,-,174.684,2022-07-04T16:00:00Z,Toledo
7/4/2022,13:00:00,-,-,174.719,2022-07-04T17:00:00Z,Toledo
7/4/2022,14:00:00,-,-,174.766,2022-07-04T18:00:00Z,Toledo
7/4/2022,15:00:00,-,-,174.77,2022-07-04T19:00:00Z,Toledo
7/4/2022,16:00:00,-,-,174.726,2022-07-04T20:00:00Z,Toledo
7/4/2022,17:00:00,-,-,174.675,2022-07-04T21:00:00Z,Toledo
7/4/2022,18:00:00,-,-,174.661,2022-07-04T22:00:00Z,Toledo
7/4/2022,19:00:00,-,-,174.637,2022-07-04T23:00:00Z,Toledo
7/4/2022,20:00:00,-,-,174.627,2022-07-05T00:00:00Z,Toledo
7/4/2022,21:00:00,-,-,174.64,2022-07-05T01:00:00Z,Toledo
7/4/2022,22:00:00,-,-,174.63,2022-07-05T02:00:00Z,Toledo
7/4/2022,23:00:00,-,-,174.637,2022-07-05T03:00:00Z,Toledo
7/5/2022,00:00:00,-,-,174.658,2022-07-05T04:00:00Z,Toledo
7/5/2022,01:00:00,-,-,174.673,2022-07-05T05:00:00Z,Toledo
7/5/2022,02:00:00,-,-,174.681,2022-07-05T06:00:00Z,Toledo
7/5/2022,03:00:00,-,-,174.7,2022-07-05T07:00:00Z,Toledo
7/5/2022,04:00:00,-,-,174.708,2022-07-05T08:00:00Z,Toledo
7/5/2022,05:00:00,-,-,174.661,2022-07-05T09:00:00Z,Toledo
7/5/2022,06:00:00,-,-,174.59,2022-07-05T10:00:00Z,Toledo
7/5/2022,07:00:00,-,-,174.606,2022-07-05T11:00:00Z,Toledo
7/5/2022,08:00:00,-,-,174.547,2022-07-05T12:00:00Z,Toledo
7/5/2022,09:00:00,-,-,174.489,2022-07-05T13:00:00Z,Toledo
7/5/2022,10:00:00,-,-,174.449,2022-07-05T14:00:00Z,Toledo
7/5/2022,11:00:00,-,-,174.341,2022-07-05T15:00:00Z,Toledo
7/5/2022,12:00:00,-,-,174.39,2022-07-05T16:00:00Z,Toledo
7/5/2022,13:00:00,-,-,174.335,2022-07-05T17:00:00Z,Toledo
7/5/2022,14:00:00,-,-,174.409,2022-07-05T18:00:00Z,Toledo
7/5/2022,15:00:00,-,-,174.484,2022-07-05T19:00:00Z,Toledo
7/5/2022,16:00:00,-,-,174.514,2022-07-05T20:00:00Z,Toledo
7/5/2022,17:00:00,-,-,174.613,2022-07-05T21:00:00Z,Toledo
7/5/2022,18:00:00,-,-,174.637,2022-07-05T22:00:00Z,Toledo
7/5/2022,19:00:00,-,-,174.616,2022-07-05T23:00:00Z,Toledo
7/5/2022,20:00:00,-,-,174.628,2022-07-06T00:00:00Z,Toledo
7/5/2022,21:00:00,-,-,174.596,2022-07-06T01:00:00Z,Toledo
7/5/2022,22:00:00,-,-,174.619,2022-07-06T02:00:00Z,Toledo
7/5/2022,23:00:00,-,-,174.714,2022-07-06T03:00:00Z,Toledo
7/6/2022,00:00:00,-,-,174.747,2022-07-06T04:00:00Z,Toledo
7/6/2022,01:00:00,-,-,174.94,2022-07-06T05:00:00Z,Toledo
7/6/2022,02:00:00,-,-,174.888,2022-07-06T06:00:00Z,Toledo
7/6/2022,03:00:00,-,-,174.828,2022-07-06T07:00:00Z,Toledo
7/6/2022,04:00:00,-,-,174.741,2022-07-06T08:00:00Z,Toledo
7/6/2022,05:00:00,-,-,174.606,2022-07-06T09:00:00Z,Toledo
7/6/2022,06:00:00,-,-,174.565,2022-07-06T10:00:00Z,Toledo
7/6/2022,07:00:00,-,-,174.532,2022-07-06T11:00:00Z,Toledo
7/6/2022,08:00:00,-,-,174.555,2022-07-06T12:00:00Z,Toledo
7/6/2022,09:00:00,-,-,174.587,2022-07-06T13:00:00Z,Toledo
7/6/2022,10:00:00,-,-,174.688,2022-07-06T14:00:00Z,Toledo
7/6/2022,11:00:00,-,-,174.774,2022-07-06T15:00:00Z,Toledo
7/6/2022,12:00:00,-,-,174.791,2022-07-06T16:00:00Z,Toledo
7/6/2022,13:00:00,-,-,174.852,2022-07-06T17:00:00Z,Toledo
7/6/2022,14:00:00,-,-,174.835,2022-07-06T18:00:00Z,Toledo
7/6/2022,15:00:00,-,-,174.781,2022-07-06T19:00:00Z,Toledo
7/6/2022,16:00:00,-,-,174.847,2022-07-06T20:00:00Z,Toledo
7/6/2022,17:00:00,-,-,174.782,2022-07-06T21:00:00Z,Toledo
7/6/2022,18:00:00,-,-,174.776,2022-07-06T22:00:00Z,Toledo
7/6/2022,19:00:00,-,-,174.775,2022-07-06T23:00:00Z,Toledo
7/6/2022,20:00:00,-,-,174.705,2022-07-07T00:00:00Z,Toledo
7/6/2022,21:00:00,-,-,174.628,2022-07-07T01:00:00Z,Toledo
7/6/2022,22:00:00,-,-,174.563,2022-07-07T02:00:00Z,Toledo
7/6/2022,23:00:00,-,-,174.59,2022-07-07T03:00:00Z,Toledo
7/7/2022,00:00:00,-,-,174.624,2022-07-07T04:00:00Z,Toledo
7/7/2022,01:00:00,-,-,174.671,2022-07-07T05:00:00Z,Toledo
7/7/2022,02:00:00,-,-,174.733,2022-07-07T06:00:00Z,Toledo
7/7/2022,03:00:00,-,-,174.765,2022-07-07T07:00:00Z,Toledo
7/7/2022,04:00:00,-,-,174.808,2022-07-07T08:00:00Z,Toledo
7/7/2022,05:00:00,-,-,174.806,2022-07-07T09:00:00Z,Toledo
7/7/2022,06:00:00,-,-,174.805,2022-07-07T10:00:00Z,Toledo
7/7/2022,07:00:00,-,-,174.729,2022-07-07T11:00:00Z,Toledo
7/7/2022,08:00:00,-,-,174.699,2022-07-07T12:00:00Z,Toledo
7/7/2022,09:00:00,-,-,174.639,2022-07-07T13:00:00Z,Toledo
7/7/2022,10:00:00,-,-,174.647,2022-07-07T14:00:00Z,Toledo
7/7/2022,11:00:00,-,-,174.628,2022-07-07T15:00:00Z,Toledo
7/7/2022,12:00:00,-,-,174.641,2022-07-07T16:00:00Z,Toledo
7/7/2022,13:00:00,-,-,174.643,2022-07-07T17:00:00Z,Toledo
7/7/2022,14:00:00,-,-,174.629,2022-07-07T18:00:00Z,Toledo
7/7/2022,15:00:00,-,-,174.64,2022-07-07T19:00:00Z,Toledo
7/7/2022,16:00:00,-,-,174.682,2022-07-07T20:00:00Z,Toledo
7/7/2022,17:00:00,-,-,174.655,2022-07-07T21:00:00Z,Toledo
7/7/2022,18:00:00,-,-,174.692,2022-07-07T22:00:00Z,Toledo
7/7/2022,19:00:00,-,-,174.672,2022-07-07T23:00:00Z,Toledo
7/7/2022,20:00:00,-,-,174.676,2022-07-08T00:00:00Z,Toledo
7/7/2022,21:00:00,-,-,174.684,2022-07-08T01:00:00Z,Toledo
7/7/2022,22:00:00,-,-,174.684,2022-07-08T02:00:00Z,Toledo
7/7/2022,23:00:00,-,-,174.68,2022-07-08T03:00:00Z,Toledo
7/8/2022,00:00:00,-,-,174.655,2022-07-08T04:00:00Z,Toledo
7/8/2022,01:00:00,-,-,174.644,2022-07-08T05:00:00Z,Toledo
7/8/2022,02:00:00,-,-,174.61,2022-07-08T06:00:00Z,Toledo
7/8/2022,03:00:00,-,-,174.606,2022-07-08T07:00:00Z,Toledo
7/8/2022,04:00:00,-,-,174.632,2022-07-08T08:00:00Z,Toledo
7/8/2022,05:00:00,-,-,174.643,2022-07-08T09:00:00Z,Toledo
7/8/2022,06:00:00,-,-,174.641,2022-07-08T10:00:00Z,Toledo
7/8/2022,07:00:00,-,-,174.646,2022-07-08T11:00:00Z,Toledo
7/8/2022,08:00:00,-,-,174.671,2022-07-08T12:00:00Z,Toledo
7/8/2022,09:00:00,-,-,174.682,2022-07-08T13:00:00Z,Toledo
7/8/2022,10:00:00,-,-,174.668,2022-07-08T14:00:00Z,Toledo
7/8/2022,11:00:00,-,-,174.665,2022-07-08T15:00:00Z,Toledo
7/8/2022,12:00:00,-,-,174.656,2022-07-08T16:00:00Z,Toledo
7/8/2022,13:00:00,-,-,174.64,2022-07-08T17:00:00Z,Toledo
7/8/2022,14:00:00,-,-,174.667,2022-07-08T18:00:00Z,Toledo
7/8/2022,15:00:00,-,-,174.672,2022-07-08T19:00:00Z,Toledo
7/8/2022,16:00:00,-,-,174.672,2022-07-08T20:00:00Z,Toledo
7/8/2022,17:00:00,-,-,174.696,2022-07-08T21:00:00Z,Toledo
7/8/2022,18:00:00,-,-,174.658,2022-07-08T22:00:00Z,Toledo
7/8/2022,19:00:00,-,-,174.633,2022-07-08T23:00:00Z,Toledo
7/8/2022,20:00:00,-,-,174.654,2022-07-09T00:00:00Z,Toledo
7/8/2022,21:00:00,-,-,174.724,2022-07-09T01:00:00Z,Toledo
7/8/2022,22:00:00,-,-,174.707,2022-07-09T02:00:00Z,Toledo
7/8/2022,23:00:00,-,-,174.722,2022-07-09T03:00:00Z,Toledo
7/9/2022,00:00:00,-,-,174.792,2022-07-09T04:00:00Z,Toledo
7/9/2022,01:00:00,-,-,174.784,2022-07-09T05:00:00Z,Toledo
7/9/2022,02:00:00,-,-,174.792,2022-07-09T06:00:00Z,Toledo
7/9/2022,03:00:00,-,-,174.831,2022-07-09T07:00:00Z,Toledo
7/9/2022,04:00:00,-,-,174.86,2022-07-09T08:00:00Z,Toledo
7/9/2022,05:00:00,-,-,174.859,2022-07-09T09:00:00Z,Toledo
7/9/2022,06:00:00,-,-,174.939,2022-07-09T10:00:00Z,Toledo
7/9/2022,07:00:00,-,-,174.961,2022-07-09T11:00:00Z,Toledo
7/9/2022,08:00:00,-,-,174.955,2022-07-09T12:00:00Z,Toledo
7/9/2022,09:00:00,-,-,174.943,2022-07-09T13:00:00Z,Toledo
7/9/2022,10:00:00,-,-,174.884,2022-07-09T14:00:00Z,Toledo
7/9/2022,11:00:00,-,-,174.847,2022-07-09T15:00:00Z,Toledo
7/9/2022,12:00:00,-,-,174.862,2022-07-09T16:00:00Z,Toledo
7/9/2022,13:00:00,-,-,174.849,2022-07-09T17:00:00Z,Toledo
7/9/2022,14:00:00,-,-,174.8,2022-07-09T18:00:00Z,Toledo
7/9/2022,15:00:00,-,-,174.776,2022-07-09T19:00:00Z,Toledo
7/9/2022,16:00:00,-,-,174.738,2022-07-09T20:00:00Z,Toledo
7/9/2022,17:00:00,-,-,174.696,2022-07-09T21:00:00Z,Toledo
7/9/2022,18:00:00,-,-,174.69,2022-07-09T22:00:00Z,Toledo
7/9/2022,19:00:00,-,-,174.692,2022-07-09T23:00:00Z,Toledo
7/9/2022,20:00:00,-,-,174.635,2022-07-10T00:00:00Z,Toledo
7/9/2022,21:00:00,-,-,174.641,2022-07-10T01:00:00Z,Toledo
7/9/2022,22:00:00,-,-,174.708,2022-07-10T02:00:00Z,Toledo
7/9/2022,23:00:00,-,-,174.766,2022-07-10T03:00:00Z,Toledo
7/10/2022,00:00:00,-,-,174.851,2022-07-10T04:00:00Z,Toledo
7/10/2022,01:00:00,-,-,174.909,2022-07-10T05:00:00Z,Toledo
7/10/2022,02:00:00,-,-,174.865,2022-07-10T06:00:00Z,Toledo
7/10/2022,03:00:00,-,-,174.804,2022-07-10T07:00:00Z,Toledo
7/10/2022,04:00:00,-,-,174.766,2022-07-10T08:00:00Z,Toledo
7/10/2022,05:00:00,-,-,174.761,2022-07-10T09:00:00Z,Toledo
7/10/2022,06:00:00,-,-,174.725,2022-07-10T10:00:00Z,Toledo
7/10/2022,07:00:00,-,-,174.71,2022-07-10T11:00:00Z,Toledo
7/10/2022,08:00:00,-,-,174.674,2022-07-10T12:00:00Z,Toledo
7/10/2022,09:00:00,-,-,174.651,2022-07-10T13:00:00Z,Toledo
7/10/2022,10:00:00,-,-,174.659,2022-07-10T14:00:00Z,Toledo
7/10/2022,11:00:00,-,-,174.661,2022-07-10T15:00:00Z,Toledo
7/10/2022,12:00:00,-,-,174.711,2022-07-10T16:00:00Z,Toledo
7/10/2022,13:00:00,-,-,174.779,2022-07-10T17:00:00Z,Toledo
7/10/2022,14:00:00,-,-,174.789,2022-07-10T18:00:00Z,Toledo
7/10/2022,15:00:00,-,-,174.804,2022-07-10T19:00:00Z,Toledo
7/10/2022,16:00:00,-,-,174.81,2022-07-10T20:00:00Z,Toledo
7/10/2022,17:00:00,-,-,174.806,2022-07-10T21:00:00Z,Toledo
7/10/2022,18:00:00,-,-,174.774,2022-07-10T22:00:00Z,Toledo
7/10/2022,19:00:00,-,-,174.743,2022-07-10T23:00:00Z,Toledo
7/10/2022,20:00:00,-,-,174.67,2022-07-11T00:00:00Z,Toledo
7/10/2022,21:00:00,-,-,174.601,2022-07-11T01:00:00Z,Toledo
7/10/2022,22:00:00,-,-,174.557,2022-07-11T02:00:00Z,Toledo
7/10/2022,23:00:00,-,-,174.545,2022-07-11T03:00:00Z,Toledo
7/11/2022,00:00:00,-,-,174.523,2022-07-11T04:00:00Z,Toledo
